11,Sushi Cracker,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",snack,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,20m,3,img/recipe/snack1.jpeg
12,Homemade Chicken Burrito,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",chicken,mexican,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 20m,0,img/recipe/chicken2.jpeg
13,Char Siu Noodle Soup,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,chinese,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,45m,8,img/recipe/pork1.jpeg
14,Just a Nice Soup,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",soup,italian,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 45m,3,img/recipe/soup2.jpeg
15,Another Spaghetti,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",vege,italian,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,45m,0,img/recipe/vege3.jpeg
16,Green Soup,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",soup,american,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,3,img/recipe/soup1.jpeg
17,Easy Fluffy Pancake,This easy recipe makes pancakes that are light and fluffy and only requires a few simple ingredients you probably have in your kitchen right now.,"In large bowl, whisk flour, sugar, baking powder and salt. Add milk, butter and egg; stir until flour is moistened.<br><br>Heat 12-inch nonstick skillet or griddle over medium heat until drop of water sizzles; brush lightly with oil. In batches, scoop batter by scant 1/4-cupfuls into skillet, spreading to 3 1/2 inches each. Cook 2 to 3 minutes or until bubbly and edges are dry. With wide spatula, turn; cook 2 minutes more or until golden. Transfer to platter or keep warm on a cookie sheet in 225F oven.<br><br>Repeat with remaining batter, brushing griddle with more oil if necessary.",snack,american,2,"<li>1 c. all-purpose flour</li><li>2 tbsp. sugar</li><li>2 1/2 tsp. baking powder</li><li>1/2 tsp. salt</li><li>1 1/4 c. milk</li><li>3 tbsp. butter, melted</li><li>1 large egg</li><li>Vegetable oil for brushing pan</li>",30m,2,img/recipe/snack5.jpeg
18,Cake Pop,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",snack,other,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,0,img/recipe/snack4.jpeg
19,Shrimp Salad,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",seafood,other,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,0,img/recipe/seafood6.jpeg
20,Melon Agua Fresca,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",smoothie,mexican,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,20m,9,img/recipe/smoothie2.jpeg
21,Vegan Burger,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",vege,italian,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,30m,0,img/recipe/vege5.jpeg
22,Quinoa Salad,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",vege,mexican,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,15m,0,img/recipe/vege8.jpeg
23,An Orange Soup,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",soup,japanese,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 00m,0,img/recipe/soup3.jpeg
24,Strawberry Smoothie,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",smoothie,other,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,10m,10,img/recipe/smoothie4.jpeg
25,Fruit Stick,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",snack,other,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,20m,0,img/recipe/snack3.jpeg
26,Some Shrimp in a Plate,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",seafood,chinese,2,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,1h 10m,0,img/recipe/seafood7.jpeg
27,Berry Agua Fresca,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",smoothie,mexican,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,10m,5,img/recipe/smoothie3.jpeg
28,Breakfast Bacon Biscuits,"Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum.","Lorem ipsum dolor sit amet, blandit justo placerat litora orci ullamcorper, leo ac consectetuer elit ornare. Est nullam ac libero, arcu odio ea nisl quis consectetuer, ultrices ultricies sed et magna vestibulum pharetra, venenatis ipsum. <br><br> Aliquam leo lobortis purus molestie per et, hymenaeos aliquet purus aliquam faucibus mollis, tempus phasellus, amet litora, sem massa.",pork,american,1,<li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li> <li>Lorem ipsum dolor sit amet</li> <li>Est nullam ac libero</li> <li>arcu odio ea nisl quis consectetuer</li>,20m,0,img/recipe/pork6.jpeg
